entry ,species,chemical,light,tissue,mass,log.mass
7587,X.texanum,crude,shade,total,NA,NA
7588,X.texanum,crude,shade,root.shoot,NA,NA
7589,C.fasciculata,crude,shade,below,NA,NA
7590,C.fasciculata,crude,shade,above,NA,NA
7591,C.fasciculata,crude,shade,total,NA,NA
7592,C.fasciculata,crude,shade,root.shoot,NA,NA
7593,S.scheelei,crude,shade,below,NA,NA
7594,S.scheelei,crude,shade,above,NA,NA
7595,S.scheelei,crude,shade,total,NA,NA
7596,S.scheelei,crude,shade,root.shoot,NA,NA
7597,M.maximus,crude,shade,below,NA,NA
7598,M.maximus,crude,shade,above,NA,NA
7599,M.maximus,crude,shade,total,NA,NA
7600,M.maximus,crude,shade,root.shoot,NA,NA
7601,X.texanum,standard,shade,below,NA,NA
7602,X.texanum,standard,shade,above,NA,NA
7603,X.texanum,standard,shade,total,NA,NA
7604,X.texanum,standard,shade,root.shoot,NA,NA
7605,C.fasciculata,standard,shade,below,NA,NA
7606,C.fasciculata,standard,shade,above,NA,NA
7607,C.fasciculata,standard,shade,total,NA,NA
7608,C.fasciculata,standard,shade,root.shoot,NA,NA
7609,S.scheelei,standard,shade,below,NA,NA
7610,S.scheelei,standard,shade,above,NA,NA
7611,S.scheelei,standard,shade,total,NA,NA
7612,S.scheelei,standard,shade,root.shoot,NA,NA
7613,M.maximus,standard,shade,below,NA,NA
7614,M.maximus,standard,shade,above,NA,NA
7615,M.maximus,standard,shade,total,NA,NA
7616,M.maximus,standard,shade,root.shoot,NA,NA
7617,X.texanum,none,shade,below,NA,NA
7618,X.texanum,none,shade,above,NA,NA
7619,X.texanum,none,shade,total,NA,NA
7620,X.texanum,none,shade,root.shoot,NA,NA
7621,C.fasciculata,none,shade,below,NA,NA
7622,C.fasciculata,none,shade,above,NA,NA
7623,C.fasciculata,none,shade,total,NA,NA
7624,C.fasciculata,none,shade,root.shoot,NA,NA
7625,S.scheelei,none,shade,below,NA,NA
7626,S.scheelei,none,shade,above,NA,NA
7627,S.scheelei,none,shade,total,NA,NA
7628,S.scheelei,none,shade,root.shoot,NA,NA
7629,M.maximus,none,shade,below,NA,NA
7630,M.maximus,none,shade,above,NA,NA
7631,M.maximus,none,shade,total,NA,NA
7632,M.maximus,none,shade,root.shoot,NA,NA
7633,X.texanum,crude,open,below,NA,NA
7634,X.texanum,crude,open,above,NA,NA
7635,X.texanum,crude,open,total,NA,NA
7636,X.texanum,crude,open,root.shoot,NA,NA
7637,C.fasciculata,crude,open,below,NA,NA
7638,C.fasciculata,crude,open,above,NA,NA
7639,C.fasciculata,crude,open,total,NA,NA
7640,C.fasciculata,crude,open,root.shoot,NA,NA
7641,S.scheelei,crude,open,below,NA,NA
7642,S.scheelei,crude,open,above,NA,NA
7643,S.scheelei,crude,open,total,NA,NA
7644,S.scheelei,crude,open,root.shoot,NA,NA
7645,M.maximus,crude,open,below,NA,NA
7646,M.maximus,crude,open,above,NA,NA
7647,M.maximus,crude,open,total,NA,NA
7648,M.maximus,crude,open,root.shoot,NA,NA
7649,X.texanum,standard,open,below,NA,NA
7650,X.texanum,standard,open,above,NA,NA
7651,X.texanum,standard,open,total,NA,NA
7652,X.texanum,standard,open,root.shoot,NA,NA
7653,C.fasciculata,standard,open,below,NA,NA
7654,C.fasciculata,standard,open,above,NA,NA
7655,C.fasciculata,standard,open,total,NA,NA
7656,C.fasciculata,standard,open,root.shoot,NA,NA
7657,S.scheelei,standard,open,below,NA,NA
7658,S.scheelei,standard,open,above,NA,NA
7659,S.scheelei,standard,open,total,NA,NA
7660,S.scheelei,standard,open,root.shoot,NA,NA
7661,M.maximus,standard,open,below,NA,NA
7662,M.maximus,standard,open,above,NA,NA
7663,M.maximus,standard,open,total,NA,NA
7664,M.maximus,standard,open,root.shoot,NA,NA
7665,X.texanum,none,open,below,NA,NA
7666,X.texanum,none,open,above,NA,NA
7667,X.texanum,none,open,total,NA,NA
7668,X.texanum,none,open,root.shoot,NA,NA
7669,C.fasciculata,none,open,below,NA,NA
7670,C.fasciculata,none,open,above,NA,NA
7671,C.fasciculata,none,open,total,NA,NA
7672,C.fasciculata,none,open,root.shoot,NA,NA
7673,S.scheelei,none,open,below,NA,NA
7674,S.scheelei,none,open,above,NA,NA
7675,S.scheelei,none,open,total,NA,NA
7676,S.scheelei,none,open,root.shoot,NA,NA
7677,M.maximus,none,open,below,NA,NA
7678,M.maximus,none,open,above,NA,NA
7679,M.maximus,none,open,total,NA,NA
7680,M.maximus,none,open,root.shoot,NA,NA
7681,X.texanum,crude,shade,below,NA,NA
7682,X.texanum,crude,shade,above,NA,NA
7683,X.texanum,crude,shade,total,NA,NA
7684,X.texanum,crude,shade,root.shoot,NA,NA
7685,C.fasciculata,crude,shade,below,NA,NA
7686,C.fasciculata,crude,shade,above,NA,NA
7687,C.fasciculata,crude,shade,total,NA,NA
7688,C.fasciculata,crude,shade,root.shoot,NA,NA
7689,S.scheelei,crude,shade,below,NA,NA
7690,S.scheelei,crude,shade,above,NA,NA
7691,S.scheelei,crude,shade,total,NA,NA
7692,S.scheelei,crude,shade,root.shoot,NA,NA
7693,M.maximus,crude,shade,below,NA,NA
7694,M.maximus,crude,shade,above,NA,NA
7695,M.maximus,crude,shade,total,NA,NA
7696,M.maximus,crude,shade,root.shoot,NA,NA
7697,X.texanum,standard,shade,below,NA,NA
7698,X.texanum,standard,shade,above,NA,NA
7699,X.texanum,standard,shade,total,NA,NA
7700,X.texanum,standard,shade,root.shoot,NA,NA
7701,C.fasciculata,standard,shade,below,NA,NA
7702,C.fasciculata,standard,shade,above,NA,NA
7703,C.fasciculata,standard,shade,total,NA,NA
7704,C.fasciculata,standard,shade,root.shoot,NA,NA
7705,S.scheelei,standard,shade,below,NA,NA
7706,S.scheelei,standard,shade,above,NA,NA
7707,S.scheelei,standard,shade,total,NA,NA
7708,S.scheelei,standard,shade,root.shoot,NA,NA
7709,M.maximus,standard,shade,below,NA,NA
7710,M.maximus,standard,shade,above,NA,NA
7711,M.maximus,standard,shade,total,NA,NA
7712,M.maximus,standard,shade,root.shoot,NA,NA
7713,X.texanum,none,shade,below,NA,NA
7714,X.texanum,none,shade,above,NA,NA
7715,X.texanum,none,shade,total,NA,NA
7716,X.texanum,none,shade,root.shoot,NA,NA
7717,C.fasciculata,none,shade,below,NA,NA
7718,C.fasciculata,none,shade,above,NA,NA
7719,C.fasciculata,none,shade,total,NA,NA
7720,C.fasciculata,none,shade,root.shoot,NA,NA
7721,S.scheelei,none,shade,below,NA,NA
7722,S.scheelei,none,shade,above,NA,NA
7723,S.scheelei,none,shade,total,NA,NA
7724,S.scheelei,none,shade,root.shoot,NA,NA
7725,M.maximus,none,shade,below,NA,NA
7726,M.maximus,none,shade,above,NA,NA
7727,M.maximus,none,shade,total,NA,NA
7728,M.maximus,none,shade,root.shoot,NA,NA
7729,X.texanum,crude,open,below,NA,NA
7730,X.texanum,crude,open,above,NA,NA
7731,X.texanum,crude,open,total,NA,NA
7732,X.texanum,crude,open,root.shoot,NA,NA
7733,C.fasciculata,crude,open,below,NA,NA
7734,C.fasciculata,crude,open,above,NA,NA
7735,C.fasciculata,crude,open,total,NA,NA
7736,C.fasciculata,crude,open,root.shoot,NA,NA
7737,S.scheelei,crude,open,below,NA,NA
7738,S.scheelei,crude,open,above,NA,NA
7739,S.scheelei,crude,open,total,NA,NA
7740,S.scheelei,crude,open,root.shoot,NA,NA
7741,M.maximus,crude,open,below,NA,NA
7742,M.maximus,crude,open,above,NA,NA
7743,M.maximus,crude,open,total,NA,NA
7744,M.maximus,crude,open,root.shoot,NA,NA
7745,X.texanum,standard,open,below,NA,NA
7746,X.texanum,standard,open,above,NA,NA
7747,X.texanum,standard,open,total,NA,NA
7748,X.texanum,standard,open,root.shoot,NA,NA
7749,C.fasciculata,standard,open,below,NA,NA
7750,C.fasciculata,standard,open,above,NA,NA
7751,C.fasciculata,standard,open,total,NA,NA
7752,C.fasciculata,standard,open,root.shoot,NA,NA
7753,S.scheelei,standard,open,below,NA,NA
7754,S.scheelei,standard,open,above,NA,NA
7755,S.scheelei,standard,open,total,NA,NA
7756,S.scheelei,standard,open,root.shoot,NA,NA
7757,M.maximus,standard,open,below,NA,NA
7758,M.maximus,standard,open,above,NA,NA
7759,M.maximus,standard,open,total,NA,NA
7760,M.maximus,standard,open,root.shoot,NA,NA
7761,X.texanum,none,open,below,NA,NA
7762,X.texanum,none,open,above,NA,NA
7763,X.texanum,none,open,total,NA,NA
7764,X.texanum,none,open,root.shoot,NA,NA
7765,C.fasciculata,none,open,below,NA,NA
7766,C.fasciculata,none,open,above,NA,NA
7767,C.fasciculata,none,open,total,NA,NA
7768,C.fasciculata,none,open,root.shoot,NA,NA
7769,S.scheelei,none,open,below,NA,NA
7770,S.scheelei,none,open,above,NA,NA
7771,S.scheelei,none,open,total,NA,NA
7772,S.scheelei,none,open,root.shoot,NA,NA
7773,M.maximus,none,open,below,NA,NA
7774,M.maximus,none,open,above,NA,NA
7775,M.maximus,none,open,total,NA,NA
7776,M.maximus,none,open,root.shoot,NA,NA
7777,X.texanum,crude,shade,below,NA,NA
7778,X.texanum,crude,shade,above,NA,NA
7779,X.texanum,crude,shade,total,NA,NA
7780,X.texanum,crude,shade,root.shoot,NA,NA
7781,C.fasciculata,crude,shade,below,NA,NA
7782,C.fasciculata,crude,shade,above,NA,NA
7783,C.fasciculata,crude,shade,total,NA,NA
7784,C.fasciculata,crude,shade,root.shoot,NA,NA
7785,S.scheelei,crude,shade,below,NA,NA
7786,S.scheelei,crude,shade,above,NA,NA
7787,S.scheelei,crude,shade,total,NA,NA
7788,S.scheelei,crude,shade,root.shoot,NA,NA
7789,M.maximus,crude,shade,below,NA,NA
7790,M.maximus,crude,shade,above,NA,NA
7791,M.maximus,crude,shade,total,NA,NA
7792,M.maximus,crude,shade,root.shoot,NA,NA
7793,X.texanum,standard,shade,below,NA,NA
7794,X.texanum,standard,shade,above,NA,NA
7795,X.texanum,standard,shade,total,NA,NA
7796,X.texanum,standard,shade,root.shoot,NA,NA
7797,C.fasciculata,standard,shade,below,NA,NA
7798,C.fasciculata,standard,shade,above,NA,NA
7799,C.fasciculata,standard,shade,total,NA,NA
7800,C.fasciculata,standard,shade,root.shoot,NA,NA
7801,S.scheelei,standard,shade,below,NA,NA
7802,S.scheelei,standard,shade,above,NA,NA
7803,S.scheelei,standard,shade,total,NA,NA
7804,S.scheelei,standard,shade,root.shoot,NA,NA
7805,M.maximus,standard,shade,below,NA,NA
7806,M.maximus,standard,shade,above,NA,NA
7807,M.maximus,standard,shade,total,NA,NA
7808,M.maximus,standard,shade,root.shoot,NA,NA
7809,X.texanum,none,shade,below,NA,NA
7810,X.texanum,none,shade,above,NA,NA
7811,X.texanum,none,shade,total,NA,NA
7812,X.texanum,none,shade,root.shoot,NA,NA
7813,C.fasciculata,none,shade,below,NA,NA
7814,C.fasciculata,none,shade,above,NA,NA
7815,C.fasciculata,none,shade,total,NA,NA
7816,C.fasciculata,none,shade,root.shoot,NA,NA
7817,S.scheelei,none,shade,below,NA,NA
7818,S.scheelei,none,shade,above,NA,NA
7819,S.scheelei,none,shade,total,NA,NA
7820,S.scheelei,none,shade,root.shoot,NA,NA
7821,M.maximus,none,shade,below,NA,NA
7822,M.maximus,none,shade,above,NA,NA
7823,M.maximus,none,shade,total,NA,NA
7824,M.maximus,none,shade,root.shoot,NA,NA
7825,X.texanum,crude,open,below,NA,NA
7826,X.texanum,crude,open,above,NA,NA
7827,X.texanum,crude,open,total,NA,NA
7828,X.texanum,crude,open,root.shoot,NA,NA
7829,C.fasciculata,crude,open,below,NA,NA
7830,C.fasciculata,crude,open,above,NA,NA
7831,C.fasciculata,crude,open,total,NA,NA
7832,C.fasciculata,crude,open,root.shoot,NA,NA
7833,S.scheelei,crude,open,below,NA,NA
7834,S.scheelei,crude,open,above,NA,NA
7835,S.scheelei,crude,open,total,NA,NA
7836,S.scheelei,crude,open,root.shoot,NA,NA
7837,M.maximus,crude,open,below,NA,NA
7838,M.maximus,crude,open,above,NA,NA
7839,M.maximus,crude,open,total,NA,NA
7840,M.maximus,crude,open,root.shoot,NA,NA
7841,X.texanum,standard,open,below,NA,NA
7842,X.texanum,standard,open,above,NA,NA
7843,X.texanum,standard,open,total,NA,NA
7844,X.texanum,standard,open,root.shoot,NA,NA
7845,C.fasciculata,standard,open,below,NA,NA
7846,C.fasciculata,standard,open,above,NA,NA
7847,C.fasciculata,standard,open,total,NA,NA
7848,C.fasciculata,standard,open,root.shoot,NA,NA
7849,S.scheelei,standard,open,below,NA,NA
7850,S.scheelei,standard,open,above,NA,NA
7851,S.scheelei,standard,open,total,NA,NA
7852,S.scheelei,standard,open,root.shoot,NA,NA
7853,M.maximus,standard,open,below,NA,NA
7854,M.maximus,standard,open,above,NA,NA
7855,M.maximus,standard,open,total,NA,NA
7856,M.maximus,standard,open,root.shoot,NA,NA
7857,X.texanum,none,open,below,NA,NA
7858,X.texanum,none,open,above,NA,NA
7859,X.texanum,none,open,total,NA,NA
7860,X.texanum,none,open,root.shoot,NA,NA
7861,C.fasciculata,none,open,below,NA,NA
7862,C.fasciculata,none,open,above,NA,NA
7863,C.fasciculata,none,open,total,NA,NA
7864,C.fasciculata,none,open,root.shoot,NA,NA
7865,S.scheelei,none,open,below,NA,NA
7866,S.scheelei,none,open,above,NA,NA
7867,S.scheelei,none,open,total,NA,NA
7868,S.scheelei,none,open,root.shoot,NA,NA
7869,M.maximus,none,open,below,NA,NA
7870,M.maximus,none,open,above,NA,NA
7871,M.maximus,none,open,total,NA,NA
7872,M.maximus,none,open,root.shoot,NA,NA
7873,X.texanum,crude,shade,below,NA,NA
7874,X.texanum,crude,shade,above,NA,NA
7875,X.texanum,crude,shade,total,NA,NA
7876,X.texanum,crude,shade,root.shoot,NA,NA
7877,C.fasciculata,crude,shade,below,NA,NA
7878,C.fasciculata,crude,shade,above,NA,NA
7879,C.fasciculata,crude,shade,total,NA,NA
7880,C.fasciculata,crude,shade,root.shoot,NA,NA
7881,S.scheelei,crude,shade,below,NA,NA
7882,S.scheelei,crude,shade,above,NA,NA
7883,S.scheelei,crude,shade,total,NA,NA
7884,S.scheelei,crude,shade,root.shoot,NA,NA
7885,M.maximus,crude,shade,below,NA,NA
7886,M.maximus,crude,shade,above,NA,NA
7887,M.maximus,crude,shade,total,NA,NA
7888,M.maximus,crude,shade,root.shoot,NA,NA
7889,X.texanum,standard,shade,below,NA,NA
7890,X.texanum,standard,shade,above,NA,NA
7891,X.texanum,standard,shade,total,NA,NA
7892,X.texanum,standard,shade,root.shoot,NA,NA
7893,C.fasciculata,standard,shade,below,NA,NA
7894,C.fasciculata,standard,shade,above,NA,NA
7895,C.fasciculata,standard,shade,total,NA,NA
7896,C.fasciculata,standard,shade,root.shoot,NA,NA
7897,S.scheelei,standard,shade,below,NA,NA
7898,S.scheelei,standard,shade,above,NA,NA
7899,S.scheelei,standard,shade,total,NA,NA
7900,S.scheelei,standard,shade,root.shoot,NA,NA
7901,M.maximus,standard,shade,below,NA,NA
7902,M.maximus,standard,shade,above,NA,NA
7903,M.maximus,standard,shade,total,NA,NA
7904,M.maximus,standard,shade,root.shoot,NA,NA
7905,X.texanum,none,shade,below,NA,NA
7906,X.texanum,none,shade,above,NA,NA
7907,X.texanum,none,shade,total,NA,NA
7908,X.texanum,none,shade,root.shoot,NA,NA
7909,C.fasciculata,none,shade,below,NA,NA
7910,C.fasciculata,none,shade,above,NA,NA
7911,C.fasciculata,none,shade,total,NA,NA
7912,C.fasciculata,none,shade,root.shoot,NA,NA
7913,S.scheelei,none,shade,below,NA,NA
7914,S.scheelei,none,shade,above,NA,NA
7915,S.scheelei,none,shade,total,NA,NA
7916,S.scheelei,none,shade,root.shoot,NA,NA
7917,M.maximus,none,shade,below,NA,NA
7918,M.maximus,none,shade,above,NA,NA
7919,M.maximus,none,shade,total,NA,NA
7920,M.maximus,none,shade,root.shoot,NA,NA
7921,X.texanum,crude,open,below,NA,NA
7922,X.texanum,crude,open,above,NA,NA
7923,X.texanum,crude,open,total,NA,NA
7924,X.texanum,crude,open,root.shoot,NA,NA
7925,C.fasciculata,crude,open,below,NA,NA
7926,C.fasciculata,crude,open,above,NA,NA
7927,C.fasciculata,crude,open,total,NA,NA
7928,C.fasciculata,crude,open,root.shoot,NA,NA
7929,S.scheelei,crude,open,below,NA,NA
7930,S.scheelei,crude,open,above,NA,NA
7931,S.scheelei,crude,open,total,NA,NA
7932,S.scheelei,crude,open,root.shoot,NA,NA
7933,M.maximus,crude,open,below,NA,NA
7934,M.maximus,crude,open,above,NA,NA
7935,M.maximus,crude,open,total,NA,NA
7936,M.maximus,crude,open,root.shoot,NA,NA
7937,X.texanum,standard,open,below,NA,NA
7938,X.texanum,standard,open,above,NA,NA
7939,X.texanum,standard,open,total,NA,NA
7940,X.texanum,standard,open,root.shoot,NA,NA
7941,C.fasciculata,standard,open,below,NA,NA
7942,C.fasciculata,standard,open,above,NA,NA
7943,C.fasciculata,standard,open,total,NA,NA
7944,C.fasciculata,standard,open,root.shoot,NA,NA
7945,S.scheelei,standard,open,below,NA,NA
7946,S.scheelei,standard,open,above,NA,NA
7947,S.scheelei,standard,open,total,NA,NA
7948,S.scheelei,standard,open,root.shoot,NA,NA
7949,M.maximus,standard,open,below,NA,NA
7950,M.maximus,standard,open,above,NA,NA
7951,M.maximus,standard,open,total,NA,NA
7952,M.maximus,standard,open,root.shoot,NA,NA
7953,X.texanum,none,open,below,NA,NA
7954,X.texanum,none,open,above,NA,NA
7955,X.texanum,none,open,total,NA,NA
7956,X.texanum,none,open,root.shoot,NA,NA
7957,C.fasciculata,none,open,below,NA,NA
7958,C.fasciculata,none,open,above,NA,NA
7959,C.fasciculata,none,open,total,NA,NA
7960,C.fasciculata,none,open,root.shoot,NA,NA
7961,S.scheelei,none,open,below,NA,NA
7962,S.scheelei,none,open,above,NA,NA
7963,S.scheelei,none,open,total,NA,NA
7964,S.scheelei,none,open,root.shoot,NA,NA
7965,M.maximus,none,open,below,NA,NA
7966,M.maximus,none,open,above,NA,NA
7967,M.maximus,none,open,total,NA,NA
7968,M.maximus,none,open,root.shoot,NA,NA
7969,X.texanum,crude,shade,below,NA,NA
7970,X.texanum,crude,shade,above,NA,NA
7971,X.texanum,crude,shade,total,NA,NA
7972,X.texanum,crude,shade,root.shoot,NA,NA
7973,C.fasciculata,crude,shade,below,NA,NA
7974,C.fasciculata,crude,shade,above,NA,NA
7975,C.fasciculata,crude,shade,total,NA,NA
7976,C.fasciculata,crude,shade,root.shoot,NA,NA
7977,S.scheelei,crude,shade,below,NA,NA
7978,S.scheelei,crude,shade,above,NA,NA
7979,S.scheelei,crude,shade,total,NA,NA
7980,S.scheelei,crude,shade,root.shoot,NA,NA
7981,M.maximus,crude,shade,below,NA,NA
7982,M.maximus,crude,shade,above,NA,NA
7983,M.maximus,crude,shade,total,NA,NA
7984,M.maximus,crude,shade,root.shoot,NA,NA
7985,X.texanum,standard,shade,below,NA,NA
7986,X.texanum,standard,shade,above,NA,NA
7987,X.texanum,standard,shade,total,NA,NA
7988,X.texanum,standard,shade,root.shoot,NA,NA
7989,C.fasciculata,standard,shade,below,NA,NA
7990,C.fasciculata,standard,shade,above,NA,NA
7991,C.fasciculata,standard,shade,total,NA,NA
7992,C.fasciculata,standard,shade,root.shoot,NA,NA
7993,S.scheelei,standard,shade,below,NA,NA
7994,S.scheelei,standard,shade,above,NA,NA
7995,S.scheelei,standard,shade,total,NA,NA
7996,S.scheelei,standard,shade,root.shoot,NA,NA
7997,M.maximus,standard,shade,below,NA,NA
7998,M.maximus,standard,shade,above,NA,NA
7999,M.maximus,standard,shade,total,NA,NA
8000,M.maximus,standard,shade,root.shoot,NA,NA
8001,X.texanum,none,shade,below,NA,NA
8002,X.texanum,none,shade,above,NA,NA
8003,X.texanum,none,shade,total,NA,NA
8004,X.texanum,none,shade,root.shoot,NA,NA
8005,C.fasciculata,none,shade,below,NA,NA
8006,C.fasciculata,none,shade,above,NA,NA
8007,C.fasciculata,none,shade,total,NA,NA
8008,C.fasciculata,none,shade,root.shoot,NA,NA
8009,S.scheelei,none,shade,below,NA,NA
8010,S.scheelei,none,shade,above,NA,NA
8011,S.scheelei,none,shade,total,NA,NA
8012,S.scheelei,none,shade,root.shoot,NA,NA
8013,M.maximus,none,shade,below,NA,NA
8014,M.maximus,none,shade,above,NA,NA
8015,M.maximus,none,shade,total,NA,NA
8016,M.maximus,none,shade,root.shoot,NA,NA
8017,X.texanum,crude,open,below,NA,NA
8018,X.texanum,crude,open,above,NA,NA
8019,X.texanum,crude,open,total,NA,NA
8020,X.texanum,crude,open,root.shoot,NA,NA
8021,C.fasciculata,crude,open,below,NA,NA
8022,C.fasciculata,crude,open,above,NA,NA
8023,C.fasciculata,crude,open,total,NA,NA
8024,C.fasciculata,crude,open,root.shoot,NA,NA
8025,S.scheelei,crude,open,below,NA,NA
8026,S.scheelei,crude,open,above,NA,NA
8027,S.scheelei,crude,open,total,NA,NA
8028,S.scheelei,crude,open,root.shoot,NA,NA
8029,M.maximus,crude,open,below,NA,NA
8030,M.maximus,crude,open,above,NA,NA
8031,M.maximus,crude,open,total,NA,NA
8032,M.maximus,crude,open,root.shoot,NA,NA
8033,X.texanum,standard,open,below,NA,NA
8034,X.texanum,standard,open,above,NA,NA
8035,X.texanum,standard,open,total,NA,NA
8036,X.texanum,standard,open,root.shoot,NA,NA
8037,C.fasciculata,standard,open,below,NA,NA
8038,C.fasciculata,standard,open,above,NA,NA
8039,C.fasciculata,standard,open,total,NA,NA
8040,C.fasciculata,standard,open,root.shoot,NA,NA
8041,S.scheelei,standard,open,below,NA,NA
8042,S.scheelei,standard,open,above,NA,NA
8043,S.scheelei,standard,open,total,NA,NA
8044,S.scheelei,standard,open,root.shoot,NA,NA
8045,M.maximus,standard,open,below,NA,NA
8046,M.maximus,standard,open,above,NA,NA
8047,M.maximus,standard,open,total,NA,NA
8048,M.maximus,standard,open,root.shoot,NA,NA
8049,X.texanum,none,open,below,NA,NA
8050,X.texanum,none,open,above,NA,NA
8051,X.texanum,none,open,total,NA,NA
8052,X.texanum,none,open,root.shoot,NA,NA
8053,C.fasciculata,none,open,below,NA,NA
